"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-05-28",,,"0.25",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-05-29",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-05-30",,,"0.25",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-05-31",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-01",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-02",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-03",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-04",,,"0.02",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-05",,,"0.35",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-06",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-07",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-08",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-10",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-12",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-14",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-15",,,"1.16",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-16",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-17",,,"0.02",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-18",,,"1.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-19",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-21",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-22",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-26",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-29",,,"0.07",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-06-30",,,"0.04",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-01",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-03",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-05",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-06",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-07",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-09",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-10",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-12",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-14",,,"0.15",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-15",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-23","    8","0.28",,,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-25",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-26",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-27",,,"0.92",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-28",,,"0.28",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-07-31",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-02",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-04",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-06",,,"0.13",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-07",,,"0.02",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-09",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-11",,,"0.02",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-12",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-14",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-15",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-16",,,"0.21",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-17",,,"1.11",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-18",,,"0.02",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-19",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-21",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-22",,,"0.93",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-23",,,"0.07",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-24",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-25",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-27",,,"0.00","0.0","0.0"
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-28",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-29",,,"0.14",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-08-30",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-01",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-03",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-05",,,"0.09",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-06",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-08",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-09",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-10",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-13",,,"0.03",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-18",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-19",,,"0.20",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-20",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-21",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-22",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-23",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-24",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-25",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-26",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-27",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-09-29",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-02",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-03",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-04",,,"0.10",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-05",,,"0.23",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-06",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-07",,,"0.02",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-08",,,"0.05",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-09",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-10",,,"0.37",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-11",,,"0.23",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-12",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-13",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-15",,,"0.44",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-16",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-17",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-18",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-19",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-20",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-21",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-22",,,"0.16",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-23",,,"0.40",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-24",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-26",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-27",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-30",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-10-31",,,"0.02",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-01",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-02",,,"0.02",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-03",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-05",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-06",,,"0.11",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-07",,,"0.07",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-08",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-09",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-11",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-13",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-14",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-15",,,"0.18",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-16",,,"0.02",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-18",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-19",,,"0.15",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-23",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-25",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-11-28",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-01",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-03",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-04",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-05",,,"0.08",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-06",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-09",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-11",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-12",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-16",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-18",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-20",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-23",,,"0.54","2.3",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-24",,,"0.02","0.3","1.5"
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2017-12-25",,,"0.02","0.8","2.5"
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-01-05",,,"0.00","0.2","1.0"
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-01-08",,,"0.24",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-01-10",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-01-11",,,"0.02",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-01-15",,,"0.05","0.5",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-01-22",,,"0.63",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-01-24",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-01-27",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-02",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-05",,,"0.00","0.1",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-06",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-07",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-15",,,"0.02",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-16",,,"0.14",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-17",,,"0.17","1.0","1.0"
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-19",,,"0.26",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-20",,,"0.22",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-21",,,"1.32",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-22",,,"0.09",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-23",,,"0.09",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-24",,,"1.30",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-25",,,"0.46",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-26",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-02-28",,,"0.17",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-01",,,"0.13",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-02",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-05",,,"0.45",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-06",,,"0.21",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-07",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-12",,,"0.23","1.1",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-17",,,"0.09",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-19",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-20",,,"1.23",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-21",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-23",,,"0.02",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-24",,,"0.84",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-26",,,"0.09",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-27",,,"1.59",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-28",,,"0.33",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-29",,,"0.10",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-30",,,"0.47",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-03-31",,,"0.00",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-04-01",,,"0.18",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-04-02",,,"0.22","0.9",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-04-03",,,"0.51",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-04-04",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-04-09",,,"0.01",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-04-10",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-04-11",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-04-13",,,"0.00","0.0",
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-04-14",,,"1.16",,
"US1MOSS0027","ST. CHARLES 2.3 NE, MO US","2018-04-15",,,"0.12",,
